countryid,aclp_code,shcode,country,year,pr,cl,fh,fh_neg,polity2,democ2,exclude_new,pres,pres_new,wb_corr,cpi_ti,parties_ti_gcb,officials_ti_gcb,parl_ti_gcb,abuse_bt,policy_bt,maj_govt_dpi,maj_ajps_dpi,pctwomen,enpp,ethnic_frac,press,press2,press3,gdpc,log_gdp,imports_pctgdp,exports_pctgdp,fdi,pop_size,trade_impexp,trade_fdipop,pct_protestant,federal,bicameral,elecyear_lower,elecsys_lower,m_lower,timing_lower,pers_lower,upper_elecyear,upper_ballot,upper_vote,upper_pool,upper_avgm,cohab,pres_power,quota_elec,quota_reserved,quota,region,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10
1,143,216,Albania,1991,4,4,4,-4,1,1,0,0,0,,,,,,,,100,100,3.6,1.83,.2204,PF,2,53,346.0729742781448,5.8466496,27.59180652667047,7.224579483631574,,3291695,34.816387,,.23,0,,,,,,,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1992,4,3,3.5,-3.5,5,1,0,0,0,,,,,,,,60,80,5.7,1.95,.2204,PF,2,53,217.1583300733742,5.3806267,88.51224837247253,11.49043801160564,20000000,3266983,100.00269,6.1218562,.23,0,0,1,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1993,2,4,3,-3,5,1,0,0,0,,,,,,,,60,73.333336,5.7,1.95,.2204,53,2,53,380.8089108513253,5.9422979,62.29254563948546,15.42252328109011,58000000,3224901,77.715073,17.985048,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1994,3,4,3.5,-3.5,5,1,0,0,0,,,,,,,,60,70,5.7,1.95,.2204,67,3,67,624.535068069998,6.4370074,38.95032480501976,11.35168735808828,53000000,3179442,50.302013,16.669592,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1995,3,4,3.5,-3.5,5,1,0,0,0,,,,,,,,60,68,17,1.95,.2204,71,3,71,771.8625351488963,6.6488066,34.51204773868064,12.47537424513459,70000000,3141102,46.987423,22.285173,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1996,4,4,4,-4,0,1,0,0,0,-1.09444,,,,,,,60,66.666664,12.1,1.31,.2204,75,3,75,968.0719516768976,6.8753066,35.23078754633266,12.31651655883032,90100000,3112597,47.547302,28.94689,.23,0,0,1,3,1.21,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1997,4,4,4,-4,5,1,0,0,0,,,,,,,,60,65.714287,5.2,2.07,.2204,56,2,56,710.3147880529518,6.5657082,36.73902501511085,10.471900652917,47500000,3091902,47.210926,15.362712,.23,0,0,1,3,1.34,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1998,4,5,4.5,-4.5,5,1,0,0,0,-1.01208,,,,,,,60,65,5.2,2.07,.2204,56,2,56,885.9086308747917,6.7866139,34.37350668840678,10.7614028508349,45010000,3079037,45.134911,14.618207,.23,0,0,0,3,1.34,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,1999,4,5,4.5,-4.5,5,1,0,0,0,,2.3,,,,,,60,64.444443,5.2,2.07,.2204,56,2,56,1117.705767164511,7.0190334,32.02886278023287,17.28705027827262,41200000,3072725,49.315914,13.408294,.23,0,0,0,3,1.34,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2000,4,5,4.5,-4.5,5,1,0,0,0,-.82809,,,,,,,60,64,5.2,2.07,.2204,56,2,56,1200.137437117512,7.0901914,37.48980372541754,19.13553543987945,143000000,3071856,56.62534,46.551662,.23,0,0,0,3,1.34,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2001,3,4,3.5,-3.5,5,1,0,0,0,,,,,,,,60,63.636364,5.7,2.6,.2204,48,2,48,1329.38503146723,7.1924715,38.71036473244263,20.51981617861658,207300000,3077378,59.230183,67.362541,.23,0,0,1,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2002,3,3,3,-3,7,1,0,0,0,-.86088,2.5,,,,,,60,63.333332,5.7,2.6,.2204,50,2,50,1440.030143125595,7.2724195,46.716601415797,20.41930728913603,135000000,3089778,67.13591,43.692459,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2003,3,3,3,-3,7,1,0,0,0,-.7707000000000001,2.5,,,,,,60,63.076923,5.7,2.6,.2204,49,2,49,1819.397837641804,7.5062609,45.87424045781028,20.61939902030834,178036400.666667,3106701,66.493637,57.30722,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2004,3,3,3,-3,7,1,0,0,0,-.68065,2.5,2.9,,3,,,60,62.857143,5.7,2.6,.2204,51,2,51,2388.729274686328,7.7785168,43.30650153957136,21.54211840161155,341285112.537562,3124861,64.848618,109.21609,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2005,3,3,3,-3,9,1,0,0,0,-.75227,2.4,2.9,,3,,,60,62.666668,5.7,3.75,.2204,50,2,50,2666.141619607514,7.8883877,46.32612108164012,22.27306896070506,262479012.64,3141800,68.59919,83.544151,.23,0,0,1,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2006,3,3,3,-3,9,1,0,0,0,-.78684,2.6,3.2,,3.2,4,4,60,62.5,7.1,3.75,.2204,50,2,50,2893.1578534896,7.9701037,49.15113960309141,25.09052628127485,325138316.8,3156607,74.241669,103.00247,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2007,3,3,3,-3,9,1,0,0,0,-.6795,2.9,3.3,,3.2,,,60,62.35294,7.1,3.75,.2204,50,2,50,3377.221517193067,8.1248083,54.96472314049584,28.77716926585019,652275603.72,3169665,83.74189,205.78693,.23,0,0,0,3,40,,10,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2008,3,3,3,-3,9,1,0,0,0,-.50573,3.4,3.3,,3.2,5,4,60,62.222221,7.1,3.75,.2204,50,2,50,4076.40213553351,8.3129702,56.11927665441174,29.51131756501094,1240972848.5,3181397,85.630592,390.07169,.23,0,0,0,3,40,,3,,,,,,0,,1,0,1,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2009,3,3,3,-3,9,1,0,0,0,-.4392,3.2,3.3,,3.2,,,60,62.105263,16.4,2.6,.2204,50,2,50,3795.688860576015,8.241621,53.51007819287575,28.41154879038608,1343091150,3192723,81.921623,420.67261,.23,0,0,1,2,11.67,,3,,,,,,0,,1,0,1,9,0,0,0,0,0,0,0,0,1,0
1,143,216,Albania,2010,3,3,3,-3,9,1,0,0,0,-.42866,3.3,,,,5,4,60,62,16.4,2.6,.2204,50,2,50,3700.738410643806,8.2162876,53.87689693788899,32.42747053541466,1089416366.4,3204284,86.304367,339.98746,.23,0,0,0,2,11.67,,3,,,,,,0,,1,0,1,9,0,0,0,0,0,0,0,0,1,0
2,66,73,Argentina,1990,1,3,2,-2,7,1,0,2,1,,,,,,,,60,60,8.699999999999999,2.71,.255,F,1,29,4330.324572980518,8.3733978,4.631322407417753,10.35953659252638,1836000000,32642442,14.990859,56.245792,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1991,1,3,2,-2,7,1,0,2,1,,,,,,,,60,60,8.699999999999999,2.91,.255,F,1,29,5732.83384272528,8.653965,6.078010821891729,7.675043324338487,2439000000,33093579,13.753055,73.700096,2,1,1,1,2,5.42,1,1,1,0,0,0,1,0,5,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1992,2,3,2.5,-2.5,7,1,0,2,1,,,,,,,,60,60,4.2,2.91,.255,F,1,29,6821.086043028399,8.827774,8.132793113454415,6.598187464278965,4430977523.08014,33540023,14.730981,132.11015,2,1,1,0,2,5.42,1,1,0,0,0,0,1,0,5,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1993,2,3,2.5,-2.5,7,1,0,2,1,,,,,,,,60,60,4.2,2.7,.255,29,1,29,6967.021353190634,8.8489428,9.313799859481579,6.909351641600712,2793085410.09827,33982035,16.223152,82.193001,2,1,1,1,2,5.29,1,1,1,0,0,0,1,0,5,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1994,2,3,2.5,-2.5,7,1,0,2,1,,,,,,,,100,68,26.5,2.7,.255,29,1,29,7479.294720518837,8.9198942,10.60004850795093,7.521831760017636,3634931878.26435,34420352,18.12188,105.60415,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,5,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1995,2,3,2.5,-2.5,7,1,0,2,1,,5.24,,,,,,100,73.333336,14.4,2.81,.255,31,2,31,7402.975001233677,8.9096375,10.07530565719154,9.648807582645164,5609423403.56467,34855160,19.724113,160.93524,2,1,1,1,2,5.42,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1996,2,3,2.5,-2.5,7,1,0,2,1,-.2158,3.41,,,,,,100,77.14286,21.8,2.81,.255,31,2,31,7712.440458135524,8.9505901,11.06868490153608,10.39912714711713,6948536686.64725,35287113,21.467812,196.91429,2,1,1,0,2,5.42,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1997,2,3,2.5,-2.5,7,1,0,2,1,,2.81,,,,,,100,80,25.3,3.33,.255,36,2,36,8199.901172756076,9.0118771,12.77267049360526,10.52865440224747,9160272052.444599,35714929,23.301325,256.483,2,1,1,1,2,5.29,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1998,3,3,3,-3,7,1,0,2,1,-.18693,3,,,,,,60,77.777779,27.6,3.33,.255,41,2,41,8273.179024161911,9.0207739,12.93159841195724,10.3850041871365,7290657132.08156,36134642,23.316603,201.76364,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,1999,2,3,2.5,-2.5,8,1,0,2,1,,3,,,,,,60,76,27.6,2.57,.255,41,2,41,7759.032260640498,8.9566126,11.53408993721537,9.787988463595685,23987696389.6428,36541029,21.322079,656.45923,2,1,1,1,2,5.42,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2000,1,2,1.5,-1.5,8,1,0,2,1,-.3255,3.5,,,,,,30,71.818184,28,2.57,.255,33,2,33,7695.594072672691,8.9484034,11.51927097925681,10.88546512767476,10418314339.1428,36930709,22.404736,282.10437,2,1,1,0,2,5.42,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2001,3,3,3,-3,8,1,0,2,1,,3.5,,,,,,30,68.333336,26.5,2.84,.255,37,2,37,7203.256653429527,8.8822889,10.21017310056997,11.52861113079275,2166136829.76399,37302116,21.738785,58.07008,2,1,1,1,2,5.29,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2002,3,3,3,-3,8,1,0,2,1,-.52382,2.8,,,,,,30,65.384613,30.7,2.84,.255,39,2,39,2709.706374868212,7.9045954,12.80001371185747,27.68967571561901,2148910000,37657340,40.489689,57.064838,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2003,2,2,2,-2,8,1,0,2,1,-.5379699999999999,2.5,,,,,,30,62.857143,30.7,4.09,.255,35,2,35,3410.337807926559,8.1345663,14.20160648990751,24.97119468946707,1652010000,38001251,39.172802,43.472515,2,1,1,1,2,5.42,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2004,2,2,2,-2,8,1,0,2,1,-.4396,2.5,4.6,,4.6,,,100,65.333336,30.7,4.09,.255,41,2,41,3993.90648445222,8.2925253,18.16724816417079,25.25746664243221,4124710000,38340778,43.424713,107.58024,2,1,1,0,2,5.42,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2005,2,2,2,-2,8,1,0,2,1,-.41637,2.8,4.6,,4.5,,,100,67.5,30.7,5.81,.255,45,2,45,4735.983683968369,8.462945,19.18872021539535,25.06793267668572,5265250000,38681174,44.256653,136.11919,2,1,1,1,2,5.29,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2006,2,2,2,-2,8,1,0,2,1,-.38639,2.9,4.4,,4.3,5,5,30,65.294121,36.2,5.81,.255,49,2,49,5485.523114699405,8.609868,19.23216819749939,24.75944682823111,5537340000,39023850,43.991615,141.8963,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2007,2,2,2,-2,8,1,0,2,1,-.39404,2.9,4.4,,4.3,,,30,63.333332,35,3.19,.255,47,2,47,6623.863698293795,8.7984343,20.33712598427418,24.62654689417667,6473150000,39368066,44.963673,164.42642,2,1,1,1,2,5.42,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2008,2,2,2,-2,8,1,0,2,1,-.47102,2.9,4.37,4.35,4.23,5,5,30,61.578949,40,3.19,.255,49,2,49,8223.305584480828,9.0147276,20.65042544358527,24.47541308287399,9725560000,39714298,45.125839,244.88812,2,1,1,0,2,5.42,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2009,2,2,2,-2,8,1,0,2,1,-.5159899999999999,2.9,4.37,4.35,4.23,,,30,60,40,3.89,.255,49,2,49,7666.90491585576,8.9446678,16.00235092678604,21.35117391416046,4017158924.9,40062470,37.353523,100.27237,2,1,1,1,2,5.29,1,1,1,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
2,66,73,Argentina,2010,2,2,2,-2,8,1,0,2,1,-.43743,2.9,4.1,4,3.9,5,5,30,58.57143,38.5,3.89,.255,51,2,51,9124.335132971861,9.1187,18.40019957059463,21.70646877687816,7055069166.9,40412376,40.106667,174.57695,2,1,1,0,2,5.29,1,1,0,0,0,0,1,0,6,1,0,1,7,0,0,0,0,0,0,1,0,0,0
3,145,201,Armenia,1991,5,5,5,-5,7,1,1,1,1,,,,,,,,100,100,3.7,1.7,.1272,N/A,,,588.9796366576082,6.3783917,60.12046680888443,40.74538837997239,,3512051,100.86585,,3.7,0,,,,,,,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1992,4,3,3.5,-3.5,7,1,1,1,1,,,,,,,,30,65,3.7,1.7,.1272,PF,2,52,368.8694649090421,5.9104428,61.25600122474606,39.82075296711033,2400000,3449940,101.07675,.69566429,3.7,0,,,,,,,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1993,3,4,3.5,-3.5,7,1,1,1,1,,,,,,,,30,53.333332,3.7,1.7,.1272,52,2,52,356.4333076654295,5.8761473,60.75417139919229,47.21897718702157,800000,3370373,107.97315,.23736246,3.7,0,,,,,,,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1994,3,4,3.5,-3.5,7,1,1,1,1,,,,,,,,30,47.5,3.7,1.7,.1272,57,2,57,399.6786759862231,5.9906611,73.10079087074959,39.32804013333168,8000000,3290540,112.42883,2.4312119,3.7,0,,,,,,,,,,,,0,,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1995,4,4,4,-4,3,1,1,1,1,,,,,,,,30,44,3.7,2.21,.1272,56,2,56,455.5502760861505,6.1215062,62.18693350754185,23.92792145407563,25320000,3223173,86.114853,7.8556132,3.7,0,0,1,3,1.26,0,10,,,,,,0,5,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1998,4,4,4,-4,5,1,1,1,1,-.74033,,,,,,,100,65,6.3,2.21,.1272,56,2,56,609.0913216906631,6.4119682,52.83943263069095,19.00302050662854,220830000,3109101,71.842453,71.026962,3.7,0,0,0,3,1.26,0,10,,,,,,0,5,0,0,0,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,1999,4,4,4,-4,5,1,1,1,1,,2.5,,,,,,100,68.888885,6.3,3.97,.1272,57,2,57,597.1228403990222,6.3921227,49.80215959241252,20.75825991500077,122040000,3090624,70.560417,39.487171,3.7,0,0,1,3,1.72,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2000,4,4,4,-4,5,1,1,1,1,-.65512,2.5,,,,,,60,68,3.1,3.97,.1272,59,2,59,621.4248263189471,6.4320149,50.54328923884626,23.37527850948617,104190000,3076098,73.918571,33.870834,3.7,0,0,0,3,1.72,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2001,4,4,4,-4,5,1,1,1,1,,,,,,,,60,67.272728,3.1,3.97,.1272,60,2,60,690.9977830911681,6.5381365,46.14880572522564,25.4683909062582,69868500,3065810,71.617195,22.789574,3.7,0,0,0,3,1.72,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2002,4,4,4,-4,5,1,1,1,1,-.65372,,,,,,,60,66.666664,3.1,3.97,.1272,65,3,65,776.3093876742182,6.654551,46.58686855660928,29.35655103882157,110738700,3061067,75.94342,36.176502,3.7,0,0,0,3,1.72,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2003,4,4,4,-4,5,1,1,1,1,-.54706,3,,,,,,60,66.153847,3.1,9.109999999999999,.1272,64,3,64,917.1741484354939,6.8212972,50.03500154218524,32.15264500926881,120872200,3060554,82.187645,39.493568,3.7,0,0,1,3,2.3,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2004,5,4,4.5,-4.5,5,1,1,1,1,-.6232,3.1,,,,,,30,63.57143,4.6,9.109999999999999,.1272,64,3,64,1167.831654945569,7.0629039,45.30238129455905,29.73482888975754,247855451.612903,3062612,75.037209,80.929436,3.7,0,0,0,3,2.3,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2005,5,4,4.5,-4.5,5,1,1,1,1,-.64117,2.9,,,,,,30,61.333332,5.3,9.109999999999999,.1272,64,3,64,1598.339948513469,7.3767209,43.22970515286834,28.80922032016948,239384713.05,3065954,72.038925,78.078377,3.7,0,0,0,3,2.3,0,10,,,,,,0,5,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2006,5,4,4.5,-4.5,5,1,1,1,0,-.60106,2.9,,,,4,5,30,59.375,5.3,9.109999999999999,.1272,64,3,64,2079.733610062156,7.6399951,39.25020719528401,23.35898586765147,453172318.36,3069844,62.609192,147.62064,3.7,0,0,0,3,2.3,0,10,,,,,,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2007,5,4,4.5,-4.5,5,1,1,1,0,-.7281300000000001,3,3.7,,3.7,,,30,57.64706,5.3,3.37,.1272,66,3,66,2994.708990444054,8.0046024,39.15081443607139,19.18564394681025,698820000,3074181,58.33646,227.31908,3.7,0,0,1,3,3.12,0,10,,,,,,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2008,6,4,5,-5,5,1,1,1,0,-.61064,2.9,3.01,3.24,3.09,4,4,60,57.777779,9.199999999999999,3.37,.1272,68,3,68,3787.492151045668,8.239459,40.65575861808815,15.04710349754595,935434359.8299999,3079087,55.702862,303.80252,3.7,0,0,0,3,3.12,0,10,,,,,,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2009,6,4,5,-5,5,1,1,1,0,-.57023,2.7,3.01,3.24,3.09,,,60,57.894737,8.4,3.37,.1272,66,3,66,2803.265534384156,7.9385405,43.00440118905633,15.47446867904805,777498557.9299999,3084979,58.47887,252.02718,3.7,0,0,0,3,3.12,0,10,,,,,,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0
3,145,201,Armenia,2010,6,4,5,-5,5,1,1,1,0,-.67082,2.6,3.6,3.8,3.8,4,3,60,58,9.199999999999999,3.37,.1272,65,3,65,3030.710627038789,8.016552,44.7809507882283,20.58361090344638,570060000,3092072,65.364563,184.36182,3.7,0,0,0,3,3.12,0,10,,,,,,0,0,1,0,1,9,0,0,0,0,0,0,0,0,1,0
4,129,145,Australia,1990,1,1,1,-1,10,1,0,0,0,,,,,,,,100,100,23.7,2.35,.0929,F,1,9,18250.95695545836,9.8119726,17.09859537722213,15.11359284470085,8110892263.75746,17065100,32.212189,475.29123,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1991,1,1,1,-1,10,1,0,0,0,,,,,,,,100,100,23.7,2.35,.0929,F,1,9,18872.65454461041,9.8454695,16.21467499187931,16.01785349069429,4312358476.32102,17284000,32.232529,249.50003,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1992,1,1,1,-1,10,1,0,0,0,,,,,,,,100,100,23.7,2.35,.0929,F,1,9,18611.30954083035,9.8315248,16.45149556903426,16.65414847986698,5699133705.10764,17495000,33.105644,325.75784,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1993,1,1,1,-1,10,1,0,0,0,,,,,,,,100,100,21.1,2.38,.0929,9,1,9,17678.28332998139,9.7800922,17.9047327653505,17.52902719253448,4318356055.64033,17667000,35.433762,244.43063,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1994,1,1,1,-1,10,1,0,0,0,,,,,,,,100,100,21.1,2.38,.0929,7,1,7,18113.63126287019,9.8044205,18.46965360575998,17.9331853125762,5000720814.41679,17855000,36.40284,280.07397,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1995,1,1,1,-1,10,1,0,0,0,,8.800000000000001,,,,,,100,100,15.5,2.38,.0929,8,1,8,20395.92677042876,9.9230909,19.81491628124345,17.84422187484892,12026426011.7474,18072000,37.659138,665.4729,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1996,1,1,1,-1,10,1,0,0,0,1.884342,8.6,,,,,,100,100,15.5,2.62,.0929,10,1,10,21948.58866147524,9.9964581,19.30074286631238,18.85860998102718,6181381324.81178,18311000,38.159351,337.57748,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1997,1,1,1,-1,10,1,0,0,0,,8.859999999999999,,,,,,60,95,15.5,2.62,.0929,10,1,10,23540.06457861208,10.066459,18.80599373049758,19.11156913508875,7631273089.6073,18517000,37.917564,412.12253,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1998,1,1,1,-1,10,1,0,0,0,1.765288,8.699999999999999,,,,,,60,91.111115,23,2.48,.0929,10,1,10,21364.20511996115,9.9694719,20.35463098863993,19.56646785838516,5956935412.56439,18711000,39.921101,318.36542,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,1999,1,1,1,-1,10,1,0,0,0,,8.699999999999999,,,,,,60,88,23,2.48,.0929,10,1,10,20578.82656334073,9.9320183,20.57088704539165,18.31578507024668,3311038586.09037,18926000,38.886673,174.94656,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2000,1,1,1,-1,10,1,0,0,0,1.960539,8.300000000000001,,,,,,60,85.454544,23,2.48,.0929,10,1,10,21708.03725555981,9.9854374,21.37931867856328,19.39604584033823,13618008434.2312,19153000,40.775364,711.01178,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2001,1,1,1,-1,10,1,0,0,0,,8.5,,,,,,60,83.333336,23,2.49,.0929,10,1,10,19541.42202880694,9.8802919,21.87807241528091,22.06763380700104,8260884019.24752,19413000,43.945705,425.5336,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2002,1,1,1,-1,10,1,0,0,0,1.734808,8.6,,,,,,60,81.53846,25.3,2.49,.0929,14,1,14,20100.98810036244,9.9085245,20.58313950099874,20.63334163412579,16991776868.316,19651400,41.21648,864.65985,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2003,1,1,1,-1,10,1,0,0,0,1.924659,8.800000000000001,,,,,,60,80,25.3,2.49,.0929,14,1,14,23445.5965913141,10.062438,20.99871271589478,18.91508544644786,8023802769.94237,19895400,39.913799,403.29941,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2004,1,1,1,-1,10,1,0,0,0,2.097819,8.800000000000001,,,,,,60,78.666664,25.3,2.44,.0929,18,1,18,30375.82594887073,10.321403,19.63112880125005,17.04272432276463,36826801136.0483,20127400,36.673855,1829.6849,27.4,1,1,1,1,1,,8,1,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2005,1,1,1,-1,10,1,0,0,0,1.934268,8.800000000000001,,,,,,60,77.5,24.7,2.44,.0929,19,1,19,33944.98390377172,10.432496,20.64819268996926,18.11327843770055,-24476656434,20394800,38.761471,-1200.142,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
4,129,145,Australia,2006,1,1,1,-1,10,1,0,0,0,1.96059,8.699999999999999,,,,,,60,76.470589,24.7,2.44,.0929,21,1,21,35986.06760836235,10.490887,21.17333783673752,19.69676408293903,31246118092,20697900,40.870102,1509.6274,27.4,1,1,0,1,1,,8,0,1,1,1,5.59999990463257,0,,0,0,0,5,0,0,0,0,1,0,0,0,0,0
